#RANK	ID	GENE_SYMBOL	ENTREZ_GENE_ID	MOI	P-VALUE	EXOMISER_GENE_COMBINED_SCORE	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
36	ALPG_AR	ALPG	251	AR	0.1513	0.3236	0.5006	0.8000	0.0000	0.0000	0.0000	0.5006	0.5006	1.0000	0				Proximity to HACD1 associated with Congenital myopathy 11 (OMIM:619967): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Patent ductus arteriosus (HP:0001643), 	Proximity to HACD1 Patent ductus arteriosus (HP:0001643)-abnormal blood vessel morphology (MP:0001614), Aortic root aneurysm (HP:0002616)-abnormal blood vessel morphology (MP:0001614), 	
38	RFPL4A_AD	RFPL4A	342931	AD	0.1518	0.3222	0.5000	0.8000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CYP19A1 associated with Aromatase deficiency (ORPHA:91): Genu valgum (HP:0002857)-Genu valgum (HP:0002857), 	Proximity to CYP19A1 Patent ductus arteriosus (HP:0001643)-abnormal systemic arterial blood pressure (MP:0000230), Aortic root aneurysm (HP:0002616)-abnormal systemic arterial blood pressure (MP:0000230), Genu valgum (HP:0002857)-increased bone marrow cell number (MP:0000321), 	Proximity to CYP19A1 Patent ductus arteriosus (HP:0001643)-pericardium edematous, abnormal (ZP:0000038), Aortic root aneurysm (HP:0002616)-pericardium edematous, abnormal (ZP:0000038), 
38	CDK11A_AD	CDK11A	728642	AD	0.1518	0.3222	0.5000	0.8000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CDK8 associated with Intellectual developmental disorder with hypotonia and behavioral abnormalities (OMIM:618748): Patent ductus arteriosus (HP:0001643)-Coarctation of aorta (HP:0001680), Aortic root aneurysm (HP:0002616)-Coarctation of aorta (HP:0001680), Genu valgum (HP:0002857)-Ptosis (HP:0000508), 	Proximity to CDK8 Patent ductus arteriosus (HP:0001643)-abnormal heart morphology (MP:0000266), Aortic root aneurysm (HP:0002616)-abnormal heart morphology (MP:0000266), 	
38	SPRR2B_AD	SPRR2B	6701	AD	0.1518	0.3222	0.5000	0.8000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to SEC61A1 associated with Tubulointerstitial kidney disease, autosomal dominant, 5 (OMIM:617056): Patent ductus arteriosus (HP:0001643)-Vascular dilatation (HP:0002617), Aortic root aneurysm (HP:0002616)-Vascular dilatation (HP:0002617), Genu valgum (HP:0002857)-Gout (HP:0001997), 		Proximity to SEC61A1 Patent ductus arteriosus (HP:0001643)-pericardium edematous, abnormal (ZP:0000038), Aortic root aneurysm (HP:0002616)-pericardium edematous, abnormal (ZP:0000038), Genu valgum (HP:0002857)-trunk curved dorsal, abnormal (ZP:0001254), 
38	SPRN_AR	SPRN	503542	AR	0.1518	0.3222	0.5000	0.8000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to DOHH associated with Neurodevelopmental disorder with microcephaly, cerebral atrophy, and visual impairment (OMIM:620066): Patent ductus arteriosus (HP:0001643)-Coarctation of aorta (HP:0001680), Aortic root aneurysm (HP:0002616)-Coarctation of aorta (HP:0001680), Genu valgum (HP:0002857)-Bicuspid aortic valve (HP:0001647), 		
42	DSCAM_AD	DSCAM	1826	AD	0.1539	0.3166	0.5001	0.7971	0.0000	0.3709	0.0000	0.5001	0.5001	1.0000	0		Genu valgum (HP:0002857)-domed cranium (MP:0000440), 		Proximity to MAPKAPK5 associated with Neurocardiofaciodigital syndrome (OMIM:619869): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Patent ductus arteriosus (HP:0001643), Genu valgum (HP:0002857)-Syndactyly (HP:0001159), 		
43	ATP2C2_AD	ATP2C2	9914	AD	0.1576	0.3068	0.5002	0.7919	0.0000	0.2500	0.0000	0.5002	0.5002	1.0000	0		Genu valgum (HP:0002857)-abnormal sternum morphology (MP:0000157), 		Proximity to FLNA associated with Periventricular nodular heterotopia (ORPHA:98892): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Aortic aneurysm (HP:0004942), Genu valgum (HP:0002857)-Patellar dislocation (HP:0002999), 	Proximity to FLNA Patent ductus arteriosus (HP:0001643)-ventricular septal defect (MP:0010402), Aortic root aneurysm (HP:0002616)-interrupted aortic arch (MP:0004157), 	
44	GPAM_AD	GPAM	57678	AD	0.1595	0.3017	0.5001	0.7895	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to NDUFAF6 associated with Fanconi renotubular syndrome 5 (OMIM:618913): Patent ductus arteriosus (HP:0001643)-Hypertension (HP:0000822), Aortic root aneurysm (HP:0002616)-Hypertension (HP:0000822), Genu valgum (HP:0002857)-Genu valgum (HP:0002857), 		
45	CACNA1D_AD	CACNA1D	776	AD	0.1635	0.2917	0.5022	0.7819	0.3988	0.3335	0.0000	0.5022	0.5022	1.0000	0	Primary aldosteronism, seizures, and neurologic abnormalities (OMIM:615474): Patent ductus arteriosus (HP:0001643)-Biventricular hypertrophy (HP:0200128), Aortic root aneurysm (HP:0002616)-Biventricular hypertrophy (HP:0200128), 	Patent ductus arteriosus (HP:0001643)-abnormal heart rate (MP:0001629), Aortic root aneurysm (HP:0002616)-abnormal heart rate (MP:0001629), Genu valgum (HP:0002857)-cochlear inner hair cell degeneration (MP:0004398), 		Proximity to PRKG1 associated with Familial thoracic aortic aneurysm and aortic dissection (ORPHA:91387): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Aortic root aneurysm (HP:0002616), Genu valgum (HP:0002857)-Pes planus (HP:0001763), 	Proximity to PRKG1 Patent ductus arteriosus (HP:0001643)-abnormal blood vessel physiology (MP:0000249), Aortic root aneurysm (HP:0002616)-abnormal blood vessel physiology (MP:0000249), 	
46	PDE11A_AD	PDE11A	50940	AD	0.1656	0.2864	0.5251	0.7531	0.5251	0.0000	0.0000	0.5039	0.5251	1.0000	0	Carney complex (ORPHA:1359): Patent ductus arteriosus (HP:0001643)-Dilatation of the cerebral artery (HP:0004944), Aortic root aneurysm (HP:0002616)-Dilatation of the cerebral artery (HP:0004944), 			Proximity to ADK associated with Hypermethioninemia due to adenosine kinase deficiency (OMIM:614300): Patent ductus arteriosus (HP:0001643)-Coarctation of aorta (HP:0001680), Aortic root aneurysm (HP:0002616)-Coarctation of aorta (HP:0001680), Genu valgum (HP:0002857)-Narrow foot (HP:0001786), 	Proximity to ADK Genu valgum (HP:0002857)-abnormal spine curvature (MP:0004174), 	
47	MXD3_AD	MXD3	83463	AD	0.1719	0.2703	0.5000	0.7728	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to KANSL1 associated with Koolen-De Vries syndrome (OMIM:610443): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Aortic root aneurysm (HP:0002616), Genu valgum (HP:0002857)-Hip dislocation (HP:0002827), 		
48	CLCN2_AD	CLCN2	1181	AD	0.1741	0.2649	0.5158	0.7520	0.3299	0.3082	0.0000	0.5158	0.5158	1.0000	0	Familial hyperaldosteronism type II (ORPHA:404): Patent ductus arteriosus (HP:0001643)-Intracranial hemorrhage (HP:0002170), Aortic root aneurysm (HP:0002616)-Intracranial hemorrhage (HP:0002170), 	Patent ductus arteriosus (HP:0001643)-increased heart rate (MP:0002626), Aortic root aneurysm (HP:0002616)-increased heart rate (MP:0002626), 		Proximity to SLC12A5 associated with Malignant migrating focal seizures of infancy (ORPHA:293181): Patent ductus arteriosus (HP:0001643)-Aortopulmonary collateral arteries (HP:0031834), Aortic root aneurysm (HP:0002616)-Aortopulmonary collateral arteries (HP:0031834), 	Proximity to SLC12A5 Patent ductus arteriosus (HP:0001643)-abnormal blood vessel morphology (MP:0001614), Aortic root aneurysm (HP:0002616)-abnormal blood vessel morphology (MP:0001614), 	
49	CHPF2_AD	CHPF2	54480	AD	0.1861	0.2378	0.5147	0.7375	0.0000	0.0000	0.0000	0.5147	0.5147	1.0000	0				Proximity to CSGALNACT1 associated with Skeletal dysplasia, mild, with joint laxity and advanced bone age (OMIM:618870): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Patent ductus arteriosus (HP:0001643), Genu valgum (HP:0002857)-Genu valgum (HP:0002857), 	Proximity to CSGALNACT1 Genu valgum (HP:0002857)-short tibia (MP:0002764), 	
50	PTK2_AD	PTK2	5747	AD	0.1892	0.2308	0.5162	0.7316	0.0000	0.5035	0.0000	0.5162	0.5162	1.0000	0		Patent ductus arteriosus (HP:0001643)-abnormal aorta morphology (MP:0000272), Aortic root aneurysm (HP:0002616)-abnormal aorta morphology (MP:0000272), Genu valgum (HP:0002857)-abnormal notochord morphology (MP:0002825), 		Proximity to CHRNG associated with Autosomal recessive multiple pterygium syndrome (ORPHA:2990): Patent ductus arteriosus (HP:0001643)-Aortic aneurysm (HP:0004942), Aortic root aneurysm (HP:0002616)-Aortic aneurysm (HP:0004942), Genu valgum (HP:0002857)-Symphalangism affecting the phalanges of the hand (HP:0009773), 	Proximity to CHRNG Genu valgum (HP:0002857)-hindlimb paralysis (MP:0000755), 	
51	NOC2L_AD	NOC2L	26155	AD	0.1907	0.2276	0.5009	0.7469	0.0000	0.0000	0.2197	0.5009	0.5009	1.0000	0			Patent ductus arteriosus (HP:0001643)-pericardium edematous, abnormal (ZP:0000038), Aortic root aneurysm (HP:0002616)-pericardium edematous, abnormal (ZP:0000038), 	Proximity to PUS3 associated with Severe growth deficiency-strabismus-extensive dermal melanocytosis-intellectual disability syndrome (ORPHA:488627): Genu valgum (HP:0002857)-Genu valgum (HP:0002857), 		
52	STIM2_AD	STIM2	57620	AD	0.1946	0.2194	0.5001	0.7427	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to TRPV6 associated with Hyperparathyroidism, transient neonatal (OMIM:618188): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Patent ductus arteriosus (HP:0001643), Genu valgum (HP:0002857)-Femoral bowing (HP:0002980), 		Proximity to TRPV6 Genu valgum (HP:0002857)-postcranial axial skeleton cartilaginous, abnormal (ZP:0006543), 
53	STX10_AD	STX10	8677	AD	0.1971	0.2142	0.5027	0.7365	0.0000	0.0000	0.0000	0.5027	0.5027	1.0000	0				Proximity to STX5 associated with ?Congenital disorder of glycosylation, type IIaa (OMIM:620454): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus after premature birth (HP:0011649), Aortic root aneurysm (HP:0002616)-Patent ductus arteriosus after premature birth (HP:0011649), Genu valgum (HP:0002857)-Knee flexion contracture (HP:0006380), 	Proximity to STX5 Patent ductus arteriosus (HP:0001643)-abnormal retina vasculature morphology (MP:0002792), Aortic root aneurysm (HP:0002616)-abnormal retina vasculature morphology (MP:0002792), 	
54	HECTD1_AD	HECTD1	25831	AD	0.2125	0.1841	0.5657	0.6445	0.0000	0.5657	0.0000	0.5000	0.5657	1.0000	0		Patent ductus arteriosus (HP:0001643)-coronary fistula (MP:0010476), Aortic root aneurysm (HP:0002616)-aorta hypoplasia (MP:0010541), 		Proximity to PSMD12 associated with Stankiewicz-Isidor syndrome (OMIM:617516): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Truncus arteriosus (HP:0001660), Genu valgum (HP:0002857)-2-3 toe syndactyly (HP:0004691), 		Proximity to PSMD12 Genu valgum (HP:0002857)-ceratobranchial cartilage decreased amount, abnormal (ZP:0001318), 
55	PAH_AD	PAH	5053	AD	0.2133	0.1826	0.2507	1.0000	0.5948	0.2500	0.0000	0.5014	0.5948	0.5000	0	Maternal phenylketonuria (ORPHA:2209): Patent ductus arteriosus (HP:0001643)-Double outlet right ventricle (HP:0001719), Aortic root aneurysm (HP:0002616)-Coarctation of aorta (HP:0001680), Genu valgum (HP:0002857)-Bifid distal phalanx of the thumb (HP:0009611), 	Genu valgum (HP:0002857)-abnormal sternum morphology (MP:0000157), 		Proximity to HGD associated with Alkaptonuria (OMIM:203500): Patent ductus arteriosus (HP:0001643)-Coronary artery calcification (HP:0001717), Aortic root aneurysm (HP:0002616)-Aortic aneurysm (HP:0004942), Genu valgum (HP:0002857)-Limitation of knee mobility (HP:0010501), 	Proximity to HGD Genu valgum (HP:0002857)-abnormal articular cartilage morphology (MP:0006433), 	
56	FGD5_AD	FGD5	152273	AD	0.2161	0.1775	0.3441	0.8904	0.0000	0.3441	0.0000	0.0000	0.3441	1.0000	0		Patent ductus arteriosus (HP:0001643)-enlarged heart (MP:0000274), Aortic root aneurysm (HP:0002616)-abnormal placenta vasculature (MP:0003231), 				
57	FRMPD2_AR	FRMPD2	143162	AR	0.2206	0.1698	0.5049	0.7026	0.0000	0.0000	0.0000	0.5049	0.5049	1.0000	0				Proximity to ARVCF associated with 22q11.2 deletion syndrome (ORPHA:567): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Abnormal aortic arch morphology (HP:0012303), Genu valgum (HP:0002857)-Patellar dislocation (HP:0002999), 		
58	PKN3_AD	PKN3	29941	AD	0.2223	0.1669	0.5000	0.7059	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to SOS2 associated with Noonan syndrome (ORPHA:648): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Coarctation of aorta (HP:0001680), Genu valgum (HP:0002857)-Radioulnar synostosis (HP:0002974), 		Proximity to SOS2 Patent ductus arteriosus (HP:0001643)-pericardium edematous, abnormal (ZP:0000038), Aortic root aneurysm (HP:0002616)-pericardium edematous, abnormal (ZP:0000038), 
59	DPP4_AD	DPP4	1803	AD	0.2273	0.1584	0.5015	0.6974	0.0000	0.3605	0.0000	0.5015	0.5015	1.0000	0		Patent ductus arteriosus (HP:0001643)-increased vascular permeability (MP:0003070), Aortic root aneurysm (HP:0002616)-increased vascular permeability (MP:0003070), 		Proximity to GPC3 associated with Simpson-Golabi-Behmel syndrome, type 1 (OMIM:312870): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Transposition of the great arteries (HP:0001669), Genu valgum (HP:0002857)-Flared iliac wing (HP:0002869), 	Proximity to GPC3 Patent ductus arteriosus (HP:0001643)-patent ductus arteriosus (MP:0003139), Aortic root aneurysm (HP:0002616)-coronary fistula (MP:0010476), Genu valgum (HP:0002857)-split xiphoid process (MP:0004678), 	
60	MCFD2_AD	MCFD2	90411	AD	0.2297	0.1547	0.2500	0.9790	0.3549	0.0000	0.0000	0.5000	0.5000	0.5000	0	Combined deficiency of factor V and factor VIII (ORPHA:35909): Patent ductus arteriosus (HP:0001643)-Intracranial hemorrhage (HP:0002170), Aortic root aneurysm (HP:0002616)-Intracranial hemorrhage (HP:0002170), Genu valgum (HP:0002857)-Joint hemorrhage (HP:0005261), 			Proximity to TGFB3 associated with Familial thoracic aortic aneurysm and aortic dissection (ORPHA:91387): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Aortic root aneurysm (HP:0002616), Genu valgum (HP:0002857)-Pes planus (HP:0001763), 	Proximity to TGFB3 Patent ductus arteriosus (HP:0001643)-abnormal pulmonary vein morphology (MP:0002726), Aortic root aneurysm (HP:0002616)-abnormal pulmonary vein morphology (MP:0002726), Genu valgum (HP:0002857)-cleft secondary palate (MP:0009890), 	Proximity to TGFB3 Patent ductus arteriosus (HP:0001643)-heart decreased size, abnormal (ZP:0001764), Aortic root aneurysm (HP:0002616)-pericardium increased size, abnormal (ZP:0001241), Genu valgum (HP:0002857)-cleithrum ossified, abnormal (ZP:0005162), 
61	CASQ2_AD	CASQ2	845	AD	0.2320	0.1510	0.2504	0.9755	0.0000	0.3855	0.0000	0.5008	0.5008	0.5000	0		Patent ductus arteriosus (HP:0001643)-increased heart atrium size (MP:0008725), Aortic root aneurysm (HP:0002616)-abnormal sinus arrhythmia (MP:0004122), 		Proximity to MYPN associated with Cap myopathy (ORPHA:171881): Patent ductus arteriosus (HP:0001643)-Aortic root aneurysm (HP:0002616), Aortic root aneurysm (HP:0002616)-Aortic root aneurysm (HP:0002616), Genu valgum (HP:0002857)-Pes planus (HP:0001763), 	Proximity to MYPN Patent ductus arteriosus (HP:0001643)-cardiac interstitial fibrosis (MP:0005608), Aortic root aneurysm (HP:0002616)-cardiac interstitial fibrosis (MP:0005608), 	
62	RTCB_AD	RTCB	51493	AD	0.2345	0.1472	0.5000	0.6897	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to HNRNPK associated with Au-Kline syndrome (OMIM:616580): Patent ductus arteriosus (HP:0001643)-Aortic root aneurysm (HP:0002616), Aortic root aneurysm (HP:0002616)-Aortic root aneurysm (HP:0002616), Genu valgum (HP:0002857)-Coxa valga (HP:0002673), 		
63	EFL1_AR	EFL1	79631	AR	0.2381	0.1419	0.5853	0.5885	0.5853	0.0000	0.0000	0.5024	0.5853	1.0000	0	Shwachman-Diamond syndrome 2 (OMIM:617941): Genu valgum (HP:0002857)-Genu varum (HP:0002970), 			Proximity to TSFM associated with Combined oxidative phosphorylation deficiency 3 (OMIM:610505): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Patent ductus arteriosus (HP:0001643), 		
64	CLSTN1_AD	CLSTN1	22883	AD	0.2508	0.1243	0.5001	0.6683	0.0000	0.1965	0.0000	0.5001	0.5001	1.0000	0		Genu valgum (HP:0002857)-decreased bone mineral content (MP:0010124), 		Proximity to MAPK8IP3 associated with Neurodevelopmental disorder with or without variable brain abnormalities (OMIM:618443): Genu valgum (HP:0002857)-Genu valgum (HP:0002857), 	Proximity to MAPK8IP3 Patent ductus arteriosus (HP:0001643)-abnormal lung vasculature morphology (MP:0004007), Aortic root aneurysm (HP:0002616)-abnormal lung vasculature morphology (MP:0004007), 	
65	HLA-DQA1_AR	HLA-DQA1	3117	AR	0.2530	0.1215	0.2045	1.0000	0.2045	0.0000	0.0000	0.0000	0.2045	1.0000	0	Celiac disease, susceptibility to (OMIM:212750): Patent ductus arteriosus (HP:0001643)-Eczematoid dermatitis (HP:0000964), Aortic root aneurysm (HP:0002616)-Eczematoid dermatitis (HP:0000964), 					
66	E2F7_AD	E2F7	144455	AD	0.2676	0.1042	0.5001	0.6467	0.0000	0.0000	0.3602	0.5001	0.5001	1.0000	0			Patent ductus arteriosus (HP:0001643)-intersegmental artery malformed, abnormal (ZP:0003675), Aortic root aneurysm (HP:0002616)-dorsal longitudinal anastomotic vessel hypoplastic, abnormal (ZP:0003680), 	Proximity to TGIF1 associated with Septopreoptic holoprosencephaly (ORPHA:280195): Patent ductus arteriosus (HP:0001643)-Coarctation of aorta (HP:0001680), Aortic root aneurysm (HP:0002616)-Coarctation of aorta (HP:0001680), 	Proximity to TGIF1 Genu valgum (HP:0002857)-kinked tail (MP:0000585), 	
67	SELP_AD	SELP	6403	AD	0.2734	0.0981	0.5275	0.6083	0.0000	0.3785	0.0000	0.5275	0.5275	1.0000	0		Patent ductus arteriosus (HP:0001643)-abnormal vascular endothelial cell morphology (MP:0006055), Aortic root aneurysm (HP:0002616)-abnormal vascular endothelial cell morphology (MP:0006055), 		Proximity to NPR3 associated with Boudin-Mortier syndrome (OMIM:619543): Patent ductus arteriosus (HP:0001643)-Aortic root aneurysm (HP:0002616), Aortic root aneurysm (HP:0002616)-Aortic root aneurysm (HP:0002616), Genu valgum (HP:0002857)-Pes planus (HP:0001763), 	Proximity to NPR3 Patent ductus arteriosus (HP:0001643)-hypovolemia (MP:0010128), Aortic root aneurysm (HP:0002616)-hypovolemia (MP:0010128), Genu valgum (HP:0002857)-elongated metatarsal bones (MP:0004641), 	Proximity to NPR3 Patent ductus arteriosus (HP:0001643)-heart decreased size, abnormal (ZP:0001764), Aortic root aneurysm (HP:0002616)-heart decreased size, abnormal (ZP:0001764), 
68	TECTA_AD	TECTA	7007	AD	0.2811	0.0902	0.5000	0.6293	0.0000	0.1916	0.0000	0.5000	0.5000	1.0000	0		Genu valgum (HP:0002857)-abnormal Hensen stripe morphology (MP:0013961), 		Proximity to TBX1 associated with Conotruncal anomaly face syndrome (OMIM:217095): Patent ductus arteriosus (HP:0001643)-Transposition of the great arteries (HP:0001669), Aortic root aneurysm (HP:0002616)-Coarctation of aorta (HP:0001680), Genu valgum (HP:0002857)-Broad hallux (HP:0010055), 	Proximity to TBX1 Patent ductus arteriosus (HP:0001643)-cervical aortic arch (MP:0004161), Aortic root aneurysm (HP:0002616)-cervical aortic arch (MP:0004161), 	Proximity to TBX1 Patent ductus arteriosus (HP:0001643)-mouth closure incomplete, abnormal (ZP:0005229), Aortic root aneurysm (HP:0002616)-artery pharyngeal arch morphology, abnormal (ZP:0104634), Genu valgum (HP:0002857)-pharyngeal arch 2 skeleton decreased size, abnormal (ZP:0000919), 
69	SIRPA_AR	SIRPA	140885	AR	0.2819	0.0894	0.1716	1.0000	0.0000	0.1716	0.0000	0.0000	0.1716	1.0000	0		Genu valgum (HP:0002857)-increased megakaryocyte cell number (MP:0008254), 				
70	SPTB_AD	SPTB	6710	AD	0.2929	0.0795	0.5048	0.6088	0.3330	0.3504	0.3225	0.5048	0.5048	1.0000	0	Hereditary spherocytosis (ORPHA:822): Patent ductus arteriosus (HP:0001643)-Restrictive cardiomyopathy (HP:0001723), Aortic root aneurysm (HP:0002616)-Restrictive cardiomyopathy (HP:0001723), Genu valgum (HP:0002857)-Gout (HP:0001997), 	Patent ductus arteriosus (HP:0001643)-enlarged heart (MP:0000274), Aortic root aneurysm (HP:0002616)-enlarged heart (MP:0000274), Genu valgum (HP:0002857)-poikilocytosis (MP:0002643), 	Patent ductus arteriosus (HP:0001643)-atrium dilated, abnormal (ZP:0000724), Aortic root aneurysm (HP:0002616)-atrium dilated, abnormal (ZP:0000724), 	Proximity to SPTBN1 associated with Developmental delay, impaired speech, and behavioral abnormalities (OMIM:619475): Patent ductus arteriosus (HP:0001643)-Aortic aneurysm (HP:0004942), Aortic root aneurysm (HP:0002616)-Aortic aneurysm (HP:0004942), Genu valgum (HP:0002857)-Genu valgum (HP:0002857), 	Proximity to SPTBN1 Patent ductus arteriosus (HP:0001643)-ventricular septal defect (MP:0010402), Aortic root aneurysm (HP:0002616)-hemorrhage (MP:0001914), 	
